date,timestamp,value
2023/4/23 14:48,1682232522,150.9833333
2023/4/23 14:50,1682232642,151.0025167
2023/4/23 14:52,1682232762,150.95
2023/4/23 14:54,1682232882,150.9833333
2023/4/23 14:56,1682233002,150.9833333
2023/4/23 14:58,1682233122,150.9666667
2023/4/23 15:00,1682233242,150.980817
2023/4/23 15:02,1682233362,150.980817
2023/4/23 15:04,1682233482,150.9833333
2023/4/23 15:06,1682233602,150.9833333
2023/4/23 15:08,1682233722,151
2023/4/23 15:10,1682233842,150.9959163
2023/4/23 15:12,1682233962,148.5166667
2023/4/23 15:14,1682234082,150.9641506
2023/4/23 15:16,1682234202,150.9974834
2023/4/23 15:18,1682234322,151.0025167
2023/4/23 15:20,1682234442,148.5358089
2023/4/23 15:22,1682234562,151
2023/4/23 15:24,1682234682,151
2023/4/23 15:26,1682234802,150.9858498
2023/4/23 15:28,1682234922,151.0144879
2023/4/23 15:30,1682235042,150.9641506
2023/4/23 15:32,1682235162,151.3025217
2023/4/23 15:34,1682235282,153.0166667
2023/4/23 15:36,1682235402,152.9756845
2023/4/23 15:38,1682235522,153.9666667
2023/4/23 15:40,1682235642,153.9666667
2023/4/23 15:42,1682235762,154
2023/4/23 15:44,1682235882,155.3692562
2023/4/23 15:46,1682236002,156.9676366
2023/4/23 15:48,1682236122,158.0833333
2023/4/23 15:50,1682236242,158.9939329
2023/4/23 15:52,1682236362,160.0139998
2023/4/23 15:54,1682236482,160.4166667
2023/4/23 15:56,1682236602,161.7279424
2023/4/23 15:58,1682236722,161.9526992
2023/4/23 16:00,1682236842,162.019367
2023/4/23 16:02,1682236962,159.5166667
2023/4/23 16:04,1682237082,160.4473259
2023/4/23 16:06,1682237202,160.5148211
2023/4/23 16:08,1682237322,163.0333333
2023/4/23 16:10,1682237442,163.0027167
2023/4/23 16:12,1682237562,164.1
2023/4/23 16:14,1682237682,163.9833333
2023/4/23 16:16,1682237802,162.2333333
2023/4/23 16:18,1682237922,161.9833333
2023/4/23 16:20,1682238042,162
2023/4/23 16:22,1682238162,159.4
2023/4/23 16:24,1682238282,161.9806337
2023/4/23 16:26,1682238402,162.0166667
2023/4/23 16:28,1682238522,161.9693662
2023/4/23 16:30,1682238642,161.75
2023/4/23 16:32,1682238762,158
2023/4/23 16:34,1682238882,156.9833333
2023/4/23 16:36,1682239002,155.4511216
2023/4/23 16:38,1682239122,157.9982663
2023/4/23 16:40,1682239242,157.0552352
2023/4/23 16:42,1682239362,151.45
2023/4/23 16:44,1682239482,154.0603171
2023/4/23 16:46,1682239602,154.0192337
2023/4/23 16:48,1682239722,154.9807503
2023/4/23 16:50,1682239842,155.0166667
2023/4/23 16:52,1682239962,154.9666667
2023/4/23 16:54,1682240082,155.9666667
2023/4/23 16:56,1682240202,161.697305
2023/4/23 16:58,1682240322,162.9333333
2023/4/23 17:00,1682240442,162.9503716
2023/4/23 17:02,1682240562,162.9860498
2023/4/23 17:04,1682240682,164
2023/4/23 17:06,1682240802,164.0082004
2023/4/23 17:08,1682240922,163.9360656
2023/4/23 17:10,1682241042,163.9860664
2023/4/23 17:12,1682241162,163.9693995
2023/4/23 17:14,1682241282,164.0248679
2023/4/23 17:16,1682241402,163.7833333
2023/4/23 17:18,1682241522,161.4166667
2023/4/23 17:20,1682241642,164.4666667
2023/4/23 17:22,1682241762,164.9805837
2023/4/23 17:24,1682241882,165
2023/4/23 17:26,1682242002,165
2023/4/23 17:28,1682242122,164.9833333
2023/4/23 17:30,1682242242,164.9915829
2023/4/23 17:32,1682242362,164.9527492
2023/4/23 17:34,1682242482,165.038509
2023/4/23 17:36,1682242602,165
2023/4/23 17:38,1682242722,165.9639006
2023/4/23 17:40,1682242842,166.0249037
2023/4/23 17:42,1682242962,166.1910722
2023/4/23 17:44,1682243082,165.9084471
2023/4/23 17:46,1682243202,165.9972334
2023/4/23 17:48,1682243322,165.9833333
2023/4/23 17:50,1682243442,165.9860998
2023/4/23 17:52,1682243562,163.4472759
2023/4/23 17:54,1682243682,166.9833333
2023/4/23 17:56,1682243802,166.9777674
2023/4/23 17:58,1682243922,166.9666367
2023/4/23 18:00,1682244042,166.9861164
2023/4/23 18:02,1682244162,167.4166667
2023/4/23 18:04,1682244282,168
2023/4/23 18:06,1682244402,167.9833333
2023/4/23 18:08,1682244522,167.9805337
2023/4/23 18:10,1682244642,168
2023/4/23 18:12,1682244762,167.9666667
2023/4/23 18:14,1682244882,168.0166667
2023/4/23 18:16,1682245002,166.3194387
2023/4/23 18:18,1682245122,167.9694662
2023/4/23 18:20,1682245242,168.9833333
2023/4/23 18:22,1682245362,169
2023/4/23 18:24,1682245482,169
2023/4/23 18:26,1682245602,166.2472292
2023/4/23 18:28,1682245722,169.0028167
2023/4/23 18:30,1682245842,168.9971834
2023/4/23 18:32,1682245962,169
2023/4/23 18:34,1682246082,169
2023/4/23 18:36,1682246202,169.0338068
2023/4/23 18:38,1682246322,166.25
2023/4/23 18:40,1682246442,168.9662068
2023/4/23 18:42,1682246562,168.95
2023/4/23 18:44,1682246682,169
2023/4/23 18:46,1682246802,168.9666667
2023/4/23 18:48,1682246922,169.0112674
