date,timestamp,value
2023/4/23 14:48,1682232522,0
2023/4/23 14:50,1682232642,0
2023/4/23 14:52,1682232762,0
2023/4/23 14:54,1682232882,0
2023/4/23 14:56,1682233002,0
2023/4/23 14:58,1682233122,0
2023/4/23 15:00,1682233242,0
2023/4/23 15:02,1682233362,0
2023/4/23 15:04,1682233482,0
2023/4/23 15:06,1682233602,0
2023/4/23 15:08,1682233722,0
2023/4/23 15:10,1682233842,0
2023/4/23 15:12,1682233962,0.00675
2023/4/23 15:14,1682234082,0
2023/4/23 15:16,1682234202,0
2023/4/23 15:18,1682234322,0
2023/4/23 15:20,1682234442,0
2023/4/23 15:22,1682234562,0
2023/4/23 15:24,1682234682,0
2023/4/23 15:26,1682234802,0
2023/4/23 15:28,1682234922,0.003801204
2023/4/23 15:30,1682235042,0
2023/4/23 15:32,1682235162,0.112885215
2023/4/23 15:34,1682235282,0.165233333
2023/4/23 15:36,1682235402,0.143809476
2023/4/23 15:38,1682235522,0.06595
2023/4/23 15:40,1682235642,0.00195
2023/4/23 15:42,1682235762,0.1096
2023/4/23 15:44,1682235882,0.14781913
2023/4/23 15:46,1682236002,0.064293571
2023/4/23 15:48,1682236122,0.06405
2023/4/23 15:50,1682236242,0.005000333
2023/4/23 15:52,1682236362,0.102381627
2023/4/23 15:54,1682236482,0.13245
2023/4/23 15:56,1682236602,0.124695843
2023/4/23 15:58,1682236722,0.053834231
2023/4/23 16:00,1682236842,0.180036334
2023/4/23 16:02,1682236962,0.117383333
2023/4/23 16:04,1682237082,0.050299162
2023/4/23 16:06,1682237202,0.087209496
2023/4/23 16:08,1682237322,0.07145
2023/4/23 16:10,1682237442,0.071317855
2023/4/23 16:12,1682237562,0.071383333
2023/4/23 16:14,1682237682,0.062516667
2023/4/23 16:16,1682237802,0.056733333
2023/4/23 16:18,1682237922,0.0023
2023/4/23 16:20,1682238042,0.081766667
2023/4/23 16:22,1682238162,0.135366667
2023/4/23 16:24,1682238282,0.000816653
2023/4/23 16:26,1682238402,0.093633333
2023/4/23 16:28,1682238522,0.054867581
2023/4/23 16:30,1682238642,0.11275
2023/4/23 16:32,1682238762,0.09325
2023/4/23 16:34,1682238882,0.073166667
2023/4/23 16:36,1682239002,0.151951472
2023/4/23 16:38,1682239122,0.177152097
2023/4/23 16:40,1682239242,0
2023/4/23 16:42,1682239362,0.0006
2023/4/23 16:44,1682239482,0.121551106
2023/4/23 16:46,1682239602,0.070667844
2023/4/23 16:48,1682239722,0.102064966
2023/4/23 16:50,1682239842,0.0548
2023/4/23 16:52,1682239962,0.001083333
2023/4/23 16:54,1682240082,0.086933333
2023/4/23 16:56,1682240202,0.123147948
2023/4/23 16:58,1682240322,0.012283333
2023/4/23 17:00,1682240442,0.079042096
2023/4/23 17:02,1682240562,0.105035084
2023/4/23 17:04,1682240682,0
2023/4/23 17:06,1682240802,0.098304915
2023/4/23 17:08,1682240922,0.006133436
2023/4/23 17:10,1682241042,0.069101152
2023/4/23 17:12,1682241162,0.030333839
2023/4/23 17:14,1682241282,0.08080404
2023/4/23 17:16,1682241402,0.102716667
2023/4/23 17:18,1682241522,0.00035
2023/4/23 17:20,1682241642,0.015333333
2023/4/23 17:22,1682241762,0
2023/4/23 17:24,1682241882,0
2023/4/23 17:26,1682242002,0.000433333
2023/4/23 17:28,1682242122,6.66667E-05
2023/4/23 17:30,1682242242,0
2023/4/23 17:32,1682242362,0
2023/4/23 17:34,1682242482,0
2023/4/23 17:36,1682242602,0.001083333
2023/4/23 17:38,1682242722,0.000333328
2023/4/23 17:40,1682242842,0
2023/4/23 17:42,1682242962,0
2023/4/23 17:44,1682243082,0.036944458
2023/4/23 17:46,1682243202,0
2023/4/23 17:48,1682243322,0.000283333
2023/4/23 17:50,1682243442,0
2023/4/23 17:52,1682243562,0.003633273
2023/4/23 17:54,1682243682,5E-05
2023/4/23 17:56,1682243802,0
2023/4/23 17:58,1682243922,0.000416625
2023/4/23 18:00,1682244042,0
2023/4/23 18:02,1682244162,0.052833333
2023/4/23 18:04,1682244282,0
2023/4/23 18:06,1682244402,0.000416667
2023/4/23 18:08,1682244522,0
2023/4/23 18:10,1682244642,0
2023/4/23 18:12,1682244762,0.00115
2023/4/23 18:14,1682244882,0
2023/4/23 18:16,1682245002,0
2023/4/23 18:18,1682245122,0
2023/4/23 18:20,1682245242,1.66667E-05
2023/4/23 18:22,1682245362,0
2023/4/23 18:24,1682245482,0
2023/4/23 18:26,1682245602,0
2023/4/23 18:28,1682245722,0.003333389
2023/4/23 18:30,1682245842,0
2023/4/23 18:32,1682245962,0
2023/4/23 18:34,1682246082,0
2023/4/23 18:36,1682246202,0
2023/4/23 18:38,1682246322,0
2023/4/23 18:40,1682246442,0
2023/4/23 18:42,1682246562,0
2023/4/23 18:44,1682246682,0
2023/4/23 18:46,1682246802,0
2023/4/23 18:48,1682246922,0
